book_id,title,extracted_saint,sinksar_dates,tselot_dates,missing_in_tselot,extra_in_tselot,question
AM-MEL-037,የቅዱሳን ሠለስቱ ደቂቅ መልክዕ በአማርኛ,ቅዱሳን ሠለስቱ ደቂቅ መልክዕ,"[(4, 2)]","[(4, 2), (4, 19), (9, 10)]",[],"[(4, 19), (9, 10)]","ቅዱሳን ሠለስቱ ደቂቅ መልክዕ in Sinksar on OK but in App DB on [(4, 19), (9, 10)] - which correct?"
AM-MEL-042,የቅዱስ ማርቆስ 2ኛ መልክዕ በአማርኛ,ቅዱስ ማርቆስ 2ኛ መልክዕ,"[(2, 30), (3, 30), (4, 17), (4, 30), (8, 30)]","[(1, 30), (2, 30), (3, 30), (4, 30), (5, 30), (6, 30), (7, 30), (8, 30), (9, 30), (10, 30), (11, 30), (12, 30)]","[(4, 17)]","[(1, 30), (5, 30), (6, 30), (7, 30), (9, 30), (10, 30), (11, 30), (12, 30)]","ቅዱስ ማርቆስ 2ኛ መልክዕ in Sinksar on [(4, 17)] but in App DB on [(1, 30), (5, 30), (6, 30), (7, 30), (9, 30), (10, 30), (11, 30), (12, 30)] - which correct?"
AM-MEL-045,የቅዱስ እስጢፋኖስ 2ኛ መልክዕ በአማርኛ,ቅዱስ እስጢፋኖስ 2ኛ መልክዕ,"[(5, 17)]","[(1, 15), (1, 17), (2, 17), (3, 17), (4, 17), (5, 1), (5, 17), (6, 17), (7, 17), (8, 17), (9, 17), (10, 17), (11, 17), (12, 17)]",[],"[(1, 15), (1, 17), (2, 17), (3, 17), (4, 17), (5, 1), (6, 17), (7, 17), (8, 17), (9, 17), (10, 17), (11, 17), (12, 17)]","ቅዱስ እስጢፋኖስ 2ኛ መልክዕ in Sinksar on OK but in App DB on [(1, 15), (1, 17), (2, 17), (3, 17), (4, 17), (5, 1), (6, 17), (7, 17), (8, 17), (9, 17), (10, 17), (11, 17), (12, 17)] - which correct?"
AM-MEL-046,የቅዱስ እንድርያስ ሐዋርያ መልክዕ በአማርኛ,ቅዱስ እንድርያስ ሐዋርያ መልክዕ,"[(1, 4), (2, 4), (3, 4), (4, 4), (5, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 30), (12, 4), (12, 30)]","[(1, 4), (2, 4), (3, 4), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 30), (12, 4), (12, 30)]",[],"[(6, 4)]","ቅዱስ እንድርያስ ሐዋርያ መልክዕ in Sinksar on OK but in App DB on [(6, 4)] - which correct?"
AM-MEL-047,የቅዱስ ዮሐንስ 2ኛ መልክዕ በአማርኛ,ቅዱስ ዮሐንስ 2ኛ መልክዕ,"[(1, 14), (2, 14), (2, 18), (3, 14), (4, 14), (5, 14), (6, 14), (7, 14), (7, 27), (8, 14), (8, 21), (9, 14), (10, 9), (10, 14), (11, 11), (11, 14), (12, 5), (12, 14), (13, 3)]","[(1, 4), (1, 29), (2, 4), (3, 4), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (9, 16), (10, 4), (11, 4), (11, 27), (12, 4)]","[(1, 14), (2, 14), (2, 18), (3, 14), (4, 14), (5, 14), (6, 14), (7, 14), (7, 27), (8, 14), (8, 21), (9, 14), (10, 9), (10, 14), (11, 11), (11, 14), (12, 5), (12, 14), (13, 3)]","[(1, 4), (1, 29), (2, 4), (3, 4), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (9, 16), (10, 4), (11, 4), (11, 27), (12, 4)]","ቅዱስ ዮሐንስ 2ኛ መልክዕ in Sinksar on [(1, 14), (2, 14), (2, 18), (3, 14), (4, 14), (5, 14), (6, 14), (7, 14), (7, 27), (8, 14), (8, 21), (9, 14), (10, 9), (10, 14), (11, 11), (11, 14), (12, 5), (12, 14), (13, 3)] but in App DB on [(1, 4), (1, 29), (2, 4), (3, 4), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (9, 16), (10, 4), (11, 4), (11, 27), (12, 4)] - which correct?"
AM-MEL-048,የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ,ቅዱስ ዮሐንስ መጥምቅ መልክዕ,"[(1, 26), (3, 12), (5, 11), (5, 21), (13, 1)]","[(1, 1), (1, 2), (1, 26), (1, 30), (2, 2), (2, 30), (3, 2), (3, 30), (4, 2), (4, 30), (5, 2), (5, 11), (5, 30), (6, 2), (6, 30), (7, 2), (7, 30), (8, 2), (8, 15), (8, 30), (9, 2), (9, 30), (10, 2), (10, 30), (11, 2), (11, 30), (12, 2), (12, 30), (13, 1)]","[(3, 12), (5, 21)]","[(1, 1), (1, 2), (1, 30), (2, 2), (2, 30), (3, 2), (3, 30), (4, 2), (4, 30), (5, 2), (5, 30), (6, 2), (6, 30), (7, 2), (7, 30), (8, 2), (8, 15), (8, 30), (9, 2), (9, 30), (10, 2), (10, 30), (11, 2), (11, 30), (12, 2), (12, 30)]","ቅዱስ ዮሐንስ መጥምቅ መልክዕ in Sinksar on [(3, 12), (5, 21)] but in App DB on [(1, 1), (1, 2), (1, 30), (2, 2), (2, 30), (3, 2), (3, 30), (4, 2), (4, 30), (5, 2), (5, 30), (6, 2), (6, 30), (7, 2), (7, 30), (8, 2), (8, 15), (8, 30), (9, 2), (9, 30), (10, 2), (10, 30), (11, 2), (11, 30), (12, 2), (12, 30)] - which correct?"
AM-MEL-050,የቅዱስ ገብርኤል መልክዕ በአማርኛ,ቅዱስ ገብርኤል መልክዕ,"[(1, 23), (2, 23), (3, 23), (4, 23), (5, 23), (6, 21), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 23)]","[(1, 19), (2, 19), (3, 19), (4, 19), (4, 22), (5, 19), (6, 19), (7, 19), (7, 30), (8, 19), (9, 19), (10, 13), (10, 19), (10, 26), (11, 19), (12, 7), (12, 19)]","[(1, 23), (2, 23), (3, 23), (4, 23), (5, 23), (6, 21), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 23)]","[(1, 19), (2, 19), (3, 19), (4, 19), (4, 22), (5, 19), (6, 19), (7, 19), (7, 30), (8, 19), (9, 19), (10, 13), (10, 19), (10, 26), (11, 19), (12, 7), (12, 19)]","ቅዱስ ገብርኤል መልክዕ in Sinksar on [(1, 23), (2, 23), (3, 23), (4, 23), (5, 23), (6, 21), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 23)] but in App DB on [(1, 19), (2, 19), (3, 19), (4, 19), (4, 22), (5, 19), (6, 19), (7, 19), (7, 30), (8, 19), (9, 19), (10, 13), (10, 19), (10, 26), (11, 19), (12, 7), (12, 19)] - which correct?"
AM-MEL-051,የቅዱስ ጊዮርጊስ መልክዕ በአማርኛ,ቅዱስ ጊዮርጊስ መልክዕ,"[(5, 4)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]","[(5, 4)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]","ቅዱስ ጊዮርጊስ መልክዕ in Sinksar on [(5, 4)] but in App DB on [(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)] - which correct?"
AM-MEL-052,የነቢዩ የቅዱስ ኤልያስ 3ኛ መልክዕ በአማርኛ,ነቢዩ የቅዱስ ኤልያስ 3ኛ መልክዕ,"[(1, 6), (2, 6), (3, 6), (5, 6), (6, 6), (7, 6), (7, 11), (8, 6), (9, 6), (10, 6), (11, 6), (12, 6), (12, 13)]","[(1, 6), (2, 6), (3, 6), (4, 1), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (11, 6), (12, 6), (12, 13)]","[(7, 11)]","[(4, 1), (4, 6)]","ነቢዩ የቅዱስ ኤልያስ 3ኛ መልክዕ in Sinksar on [(7, 11)] but in App DB on [(4, 1), (4, 6)] - which correct?"
AM-MEL-054,የአቡነ ሳሙኤል ዘዋልድባ መልክዕ በአማርኛ,አቡነ ሳሙኤል ዘዋልድባ መልክዕ,"[(1, 12), (2, 12), (3, 12), (4, 12), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]","[(1, 12), (2, 12), (3, 12), (4, 12), (5, 12), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]",[],"[(5, 12)]","አቡነ ሳሙኤል ዘዋልድባ መልክዕ in Sinksar on OK but in App DB on [(5, 12)] - which correct?"
AM-MEL-055,የአቡነ ሳሙኤል ዘዋልድባ ኹለተኛ መልክዕ በአማርኛ,አቡነ ሳሙኤል ዘዋልድባ ኹለተኛ መልክዕ,"[(1, 12), (2, 12), (3, 12), (4, 12), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]","[(1, 12), (2, 12), (3, 12), (4, 12), (5, 12), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]",[],"[(5, 12)]","አቡነ ሳሙኤል ዘዋልድባ ኹለተኛ መልክዕ in Sinksar on OK but in App DB on [(5, 12)] - which correct?"
AM-MEL-057,የአቡነ ተክለ ሃይማኖት 2ኛ መልክዕ በአማርኛ,አቡነ ተክለ ሃይማኖት 2ኛ መልክዕ,"[(1, 24), (2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 24), (9, 24), (10, 24), (11, 24), (12, 24)]","[(1, 24), (2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 22), (8, 24), (9, 12), (9, 24), (10, 24), (11, 24), (12, 24)]",[],"[(8, 22), (9, 12)]","አቡነ ተክለ ሃይማኖት 2ኛ መልክዕ in Sinksar on OK but in App DB on [(8, 22), (9, 12)] - which correct?"
AM-MEL-058,የአቡነ ተክለ ሃይማኖት መልክዕ በአማርኛ,አቡነ ተክለ ሃይማኖት መልክዕ,"[(1, 24), (2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 24), (9, 24), (10, 24), (11, 24), (12, 24)]","[(1, 24), (2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 22), (8, 24), (9, 12), (9, 24), (10, 24), (11, 24), (12, 24)]",[],"[(8, 22), (9, 12)]","አቡነ ተክለ ሃይማኖት መልክዕ in Sinksar on OK but in App DB on [(8, 22), (9, 12)] - which correct?"
AM-MEL-061,የአቡነ ዘርዐ ቡሩክ መልክዕ በአማርኛ,አቡነ ዘርዐ ቡሩክ መልክዕ,"[(1, 13), (2, 13), (3, 13), (6, 13), (7, 13), (8, 13), (9, 13), (10, 13), (11, 13), (12, 13)]","[(1, 13), (2, 13), (3, 13), (4, 13), (5, 13), (6, 13), (7, 13), (8, 13), (9, 13), (10, 13), (11, 13), (12, 13)]",[],"[(4, 13), (5, 13)]","አቡነ ዘርዐ ቡሩክ መልክዕ in Sinksar on OK but in App DB on [(4, 13), (5, 13)] - which correct?"
AM-MEL-063,የአባታችን አብርሃም መልክዕ በአማርኛ,አባታችን አብርሃም መልክዕ,"[(12, 28)]","[(11, 7), (12, 28)]",[],"[(11, 7)]","አባታችን አብርሃም መልክዕ in Sinksar on OK but in App DB on [(11, 7)] - which correct?"
AM-MEL-064,የጽዮን ማርያም 3ኛ መልክዕ በአማርኛ,ጽዮን ማርያም 3ኛ መልክዕ,"[(2, 30), (8, 30)]","[(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)]","[(2, 30), (8, 30)]","[(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)]","ጽዮን ማርያም 3ኛ መልክዕ in Sinksar on [(2, 30), (8, 30)] but in App DB on [(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)] - which correct?"
AM-MEL-065,ጸሎተ መልክዐ ሥቃዩ ለቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት በአማርኛ,ጸሎተ መልክዐ ሥቃዩ ለቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት,"[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]",[],"[(5, 18)]","ጸሎተ መልክዐ ሥቃዩ ለቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት in Sinksar on OK but in App DB on [(5, 18)] - which correct?"
AM-MEL-066,ጸሎተ መልክዕ ዘቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት በአማርኛ,ጸሎተ መልክዕ ዘቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት,"[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]",[],"[(5, 18)]","ጸሎተ መልክዕ ዘቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት in Sinksar on OK but in App DB on [(5, 18)] - which correct?"
AM-MEL-067,ጸሎተ መልክዕ ዘቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት ካልዕ በአማርኛ,ጸሎተ መልክዕ ዘቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት ካልዕ,"[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]",[],"[(5, 18)]","ጸሎተ መልክዕ ዘቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት ካልዕ in Sinksar on OK but in App DB on [(5, 18)] - which correct?"
AM-RAY-001,ራዕየ ማርያም በአማርኛ,ማርያም,"[(2, 30), (8, 30)]","[(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)]","[(2, 30), (8, 30)]","[(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)]","ማርያም in Sinksar on [(2, 30), (8, 30)] but in App DB on [(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)] - which correct?"
AM-SIB-001,ስብሐተ ፍቁር ዘቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት በአማርኛ,ፍቁር ዘቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት,"[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]",[],"[(5, 18)]","ፍቁር ዘቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት in Sinksar on OK but in App DB on [(5, 18)] - which correct?"
AM-TAM-002,ተአምረ ማርያም በአማርኛ,ማርያም,"[(4, 22)]","[(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)]","[(4, 22)]","[(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)]","ማርያም in Sinksar on [(4, 22)] but in App DB on [(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)] - which correct?"
AM-TEA-002,ተአምኆ ዘሥሉስ ቅዱስ በአማርኛ,ተአምኆ ዘሥሉስ ቅዱስ,"[(1, 7), (2, 7), (3, 7), (4, 7), (6, 7), (7, 7), (8, 7), (10, 7), (12, 7)]",[],"[(1, 7), (2, 7), (3, 7), (4, 7), (6, 7), (7, 7), (8, 7), (10, 7), (12, 7)]",[],"ተአምኆ ዘሥሉስ ቅዱስ in Sinksar on [(1, 7), (2, 7), (3, 7), (4, 7), (6, 7), (7, 7), (8, 7), (10, 7), (12, 7)] but in App DB on OK - which correct?"
AM-TEA-003,ተአምኆ ዘሥሉስ ቅዱስ መልክዕ በአማርኛ,ተአምኆ ዘሥሉስ ቅዱስ መልክዕ,"[(1, 7), (2, 7), (3, 7), (4, 7), (6, 7), (7, 7), (8, 7), (10, 7), (12, 7)]",[],"[(1, 7), (2, 7), (3, 7), (4, 7), (6, 7), (7, 7), (8, 7), (10, 7), (12, 7)]",[],"ተአምኆ ዘሥሉስ ቅዱስ መልክዕ in Sinksar on [(1, 7), (2, 7), (3, 7), (4, 7), (6, 7), (7, 7), (8, 7), (10, 7), (12, 7)] but in App DB on OK - which correct?"
AM-WUD-002,ውዳሴ ማርያም በአማርኛ,ማርያም,"[(2, 30), (8, 30)]",[],"[(2, 30), (8, 30)]",[],"ማርያም in Sinksar on [(2, 30), (8, 30)] but in App DB on OK - which correct?"
AM-ZNA-003,ዜና ሐዋርያት በአማርኛ,ሐዋርያት,"[(10, 20), (10, 21), (12, 16)]","[(11, 5), (12, 15)]","[(10, 20), (10, 21), (12, 16)]","[(11, 5), (12, 15)]","ሐዋርያት in Sinksar on [(10, 20), (10, 21), (12, 16)] but in App DB on [(11, 5), (12, 15)] - which correct?"
GZ-DRS-005,ድርሳነ መድኃኔ ዓለም በግእዝ,መድኃኔ ዓለም,"[(12, 27)]","[(1, 27), (2, 27), (3, 27), (4, 27), (5, 27), (6, 27), (7, 27), (8, 27), (9, 27), (10, 27), (11, 27), (12, 27)]",[],"[(1, 27), (2, 27), (3, 27), (4, 27), (5, 27), (6, 27), (7, 27), (8, 27), (9, 27), (10, 27), (11, 27)]","መድኃኔ ዓለም in Sinksar on OK but in App DB on [(1, 27), (2, 27), (3, 27), (4, 27), (5, 27), (6, 27), (7, 27), (8, 27), (9, 27), (10, 27), (11, 27)] - which correct?"
GZ-DRS-007,ድርሳን ዘቅዱስ ኢያቄም ወቅድስት ሐና በግእዝ,ቅዱስ ኢያቄም ወቅድስት ሐና,"[(8, 7)]","[(1, 1), (1, 3), (1, 7), (1, 11), (1, 12), (2, 1), (2, 3), (2, 11), (3, 1), (3, 3), (3, 11), (4, 1), (4, 3), (4, 11), (4, 13), (5, 1), (5, 3), (5, 11), (6, 1), (6, 3), (6, 11), (7, 1), (7, 3), (7, 11), (8, 1), (8, 3), (8, 7), (8, 11), (9, 1), (9, 3), (9, 11), (10, 1), (10, 3), (10, 11), (11, 1), (11, 3), (11, 11), (12, 1), (12, 3), (12, 7), (12, 11)]",[],"[(1, 1), (1, 3), (1, 7), (1, 11), (1, 12), (2, 1), (2, 3), (2, 11), (3, 1), (3, 3), (3, 11), (4, 1), (4, 3), (4, 11), (4, 13), (5, 1), (5, 3), (5, 11), (6, 1), (6, 3), (6, 11), (7, 1), (7, 3), (7, 11), (8, 1), (8, 3), (8, 11), (9, 1), (9, 3), (9, 11), (10, 1), (10, 3), (10, 11), (11, 1), (11, 3), (11, 11), (12, 1), (12, 3), (12, 7), (12, 11)]","ቅዱስ ኢያቄም ወቅድስት ሐና in Sinksar on OK but in App DB on [(1, 1), (1, 3), (1, 7), (1, 11), (1, 12), (2, 1), (2, 3), (2, 11), (3, 1), (3, 3), (3, 11), (4, 1), (4, 3), (4, 11), (4, 13), (5, 1), (5, 3), (5, 11), (6, 1), (6, 3), (6, 11), (7, 1), (7, 3), (7, 11), (8, 1), (8, 3), (8, 11), (9, 1), (9, 3), (9, 11), (10, 1), (10, 3), (10, 11), (11, 1), (11, 3), (11, 11), (12, 1), (12, 3), (12, 7), (12, 11)] - which correct?"
GZ-DRS-010,ድርሳነ ገብርኤል በግእዝ,ገብርኤል,"[(1, 23), (2, 23), (3, 23), (4, 23), (5, 23), (6, 21), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 23)]","[(1, 19), (2, 19), (3, 19), (4, 19), (4, 22), (5, 19), (6, 19), (7, 19), (7, 30), (8, 19), (9, 19), (10, 13), (10, 19), (10, 26), (11, 19), (12, 7), (12, 19)]","[(1, 23), (2, 23), (3, 23), (4, 23), (5, 23), (6, 21), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 23)]","[(1, 19), (2, 19), (3, 19), (4, 19), (4, 22), (5, 19), (6, 19), (7, 19), (7, 30), (8, 19), (9, 19), (10, 13), (10, 19), (10, 26), (11, 19), (12, 7), (12, 19)]","ገብርኤል in Sinksar on [(1, 23), (2, 23), (3, 23), (4, 23), (5, 23), (6, 21), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 23)] but in App DB on [(1, 19), (2, 19), (3, 19), (4, 19), (4, 22), (5, 19), (6, 19), (7, 19), (7, 30), (8, 19), (9, 19), (10, 13), (10, 19), (10, 26), (11, 19), (12, 7), (12, 19)] - which correct?"
GZ-ETA-001,እትአመነኪ ማርያም በሰማይ ወበምድር በግእዝ,እትአመነኪ ማርያም በሰማይ ወበምድር,"[(2, 30), (8, 30)]","[(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)]","[(2, 30), (8, 30)]","[(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)]","እትአመነኪ ማርያም በሰማይ ወበምድር in Sinksar on [(2, 30), (8, 30)] but in App DB on [(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)] - which correct?"
GZ-GDL-001,ገድለ አቡነ ፊልጶስ ዘደብረ ሊባኖስ በግእዝ,ፊልጶስ ዘደብረ ሊባኖስ,"[(10, 14)]","[(7, 23), (11, 28)]","[(10, 14)]","[(7, 23), (11, 28)]","ፊልጶስ ዘደብረ ሊባኖስ in Sinksar on [(10, 14)] but in App DB on [(7, 23), (11, 28)] - which correct?"
GZ-GDL-002,ገድለ ሰማዕት ቅዱስ መርቆሬዎስ በግእዝ,ሰማዕት ቅዱስ መርቆሬዎስ,"[(1, 25), (2, 25), (3, 25), (3, 30), (4, 25), (6, 25), (7, 1), (7, 25), (8, 25), (9, 25), (10, 25), (12, 25)]","[(1, 25), (2, 25), (3, 25), (4, 25), (5, 25), (6, 25), (7, 25), (8, 25), (9, 25), (10, 25), (11, 25), (12, 25)]","[(3, 30), (7, 1)]","[(5, 25), (11, 25)]","ሰማዕት ቅዱስ መርቆሬዎስ in Sinksar on [(3, 30), (7, 1)] but in App DB on [(5, 25), (11, 25)] - which correct?"
GZ-GDL-003,ገድለ እምነ ወለተ ጴጥሮስ በግእዝ,እምነ ወለተ ጴጥሮስ,"[(6, 9)]","[(1, 17), (2, 17), (3, 17), (4, 17), (5, 17), (6, 17), (7, 17), (8, 17), (9, 17), (10, 17), (11, 17), (12, 17)]","[(6, 9)]","[(1, 17), (2, 17), (3, 17), (4, 17), (5, 17), (6, 17), (7, 17), (8, 17), (9, 17), (10, 17), (11, 17), (12, 17)]","እምነ ወለተ ጴጥሮስ in Sinksar on [(6, 9)] but in App DB on [(1, 17), (2, 17), (3, 17), (4, 17), (5, 17), (6, 17), (7, 17), (8, 17), (9, 17), (10, 17), (11, 17), (12, 17)] - which correct?"
GZ-GDL-007,ገድለ ቅዱስ አባ ጊዮርጊስ ዘጋሥጫ በግእዝ,አባ ጊዮርጊስ ዘጋሥጫ,"[(5, 4)]","[(1, 7), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (9, 7), (10, 7), (11, 7), (12, 7)]","[(5, 4)]","[(1, 7), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (9, 7), (10, 7), (11, 7), (12, 7)]","አባ ጊዮርጊስ ዘጋሥጫ in Sinksar on [(5, 4)] but in App DB on [(1, 7), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (9, 7), (10, 7), (11, 7), (12, 7)] - which correct?"
GZ-GDL-008,ገድለ ቅዱስ ዞሲማስ በግእዝ,ዞሲማስ,"[(3, 9), (4, 9), (5, 9)]","[(1, 9), (2, 9), (3, 9), (4, 9), (5, 9), (6, 9), (7, 9), (8, 9), (9, 9), (10, 9), (11, 9), (12, 9)]",[],"[(1, 9), (2, 9), (6, 9), (7, 9), (8, 9), (9, 9), (10, 9), (11, 9), (12, 9)]","ዞሲማስ in Sinksar on OK but in App DB on [(1, 9), (2, 9), (6, 9), (7, 9), (8, 9), (9, 9), (10, 9), (11, 9), (12, 9)] - which correct?"
GZ-GDL-009,ገድለ ቅዱስ ሱስንዮስ በግእዝ,ሱስንዮስ,"[(11, 21)]","[(8, 26)]","[(11, 21)]","[(8, 26)]","ሱስንዮስ in Sinksar on [(11, 21)] but in App DB on [(8, 26)] - which correct?"
GZ-GDL-010,ገድለ ቅዱስ ዮስጦስ በግእዝ,ዮስጦስ,"[(6, 10)]","[(6, 10), (11, 17)]",[],"[(11, 17)]","ዮስጦስ in Sinksar on OK but in App DB on [(11, 17)] - which correct?"
GZ-GDL-011,ገድለ አቡነ ፊልጶስ በግእዝ,ፊልጶስ,"[(10, 14)]","[(11, 28)]","[(10, 14)]","[(11, 28)]","ፊልጶስ in Sinksar on [(10, 14)] but in App DB on [(11, 28)] - which correct?"
GZ-GDL-013,ገድለ ዘርዐ አብርሃም በግእዝ,ዘርዐ አብርሃም,"[(12, 28)]","[(4, 24)]","[(12, 28)]","[(4, 24)]","ዘርዐ አብርሃም in Sinksar on [(12, 28)] but in App DB on [(4, 24)] - which correct?"
GZ-GDL-014,ገድለ ቅዱስ ጊዮርጊስ ሰማዕት በግእዝ,ጊዮርጊስ ሰማዕት,"[(5, 4)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]","[(5, 4)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]","ጊዮርጊስ ሰማዕት in Sinksar on [(5, 4)] but in App DB on [(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)] - which correct?"
